2024-10-14 19:44:52 INFO  baseClass:49 - Hi
2024-10-17 20:37:49 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 20:55:42 INFO  baseClass:49 - The URL is Opening
2024-10-17 20:55:45 INFO  baseClass:21 - Entering Admin Username
2024-10-17 20:55:47 INFO  baseClass:24 - Entering the Admin Password
2024-10-17 20:55:51 INFO  baseClass:27 - Clicked the Login Button
2024-10-17 20:55:54 INFO  baseClass:31 - Clicked on the PIM
2024-10-17 20:55:57 INFO  baseClass:34 - Clicked on the AddEmployee tab
2024-10-17 20:55:59 INFO  baseClass:37 - Entering Employee first name
2024-10-17 20:56:01 INFO  baseClass:40 - Entering Employee Middle Name
2024-10-17 20:56:03 INFO  baseClass:43 - Entering Employee Last Name
2024-10-17 20:56:09 INFO  baseClass:46 - Entering Employee ID Number
2024-10-17 20:56:10 INFO  baseClass:48 - Clicked on the CheckBox
2024-10-17 20:56:12 INFO  baseClass:51 - Entering Employee Username
2024-10-17 20:56:16 INFO  baseClass:54 - Entering Employee Password
2024-10-17 20:56:20 INFO  baseClass:57 - Entering Employee Password Again
2024-10-17 20:56:20 INFO  baseClass:59 - Clicked on the Save Button
2024-10-17 20:56:27 INFO  baseClass:62 - Clicked on the Profile icon
2024-10-17 20:56:30 INFO  baseClass:65 - SuccessFully Logged Out
2024-10-17 20:56:55 INFO  baseClass:49 - The URL is Opening
2024-10-17 20:56:56 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 20:56:58 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 20:57:00 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 20:57:04 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 20:57:06 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:00:15 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:00:17 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:00:19 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:00:22 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:00:25 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:00:27 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:03:19 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:03:20 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:03:22 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:03:26 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:03:29 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:03:31 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:07:49 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:07:50 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:07:52 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:07:55 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:07:58 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:08:00 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:10:00 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:10:01 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:10:04 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:10:07 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:10:10 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:10:12 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:14:46 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:14:47 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:14:49 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:14:53 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:14:56 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:14:58 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:20:56 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:20:59 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:21:01 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:21:04 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:21:07 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:21:09 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:34:00 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:34:01 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:34:03 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:34:06 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:34:09 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:34:11 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:50:54 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:50:56 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:50:58 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:51:02 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:51:05 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:51:07 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:53:06 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:53:07 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:53:09 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:53:11 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:53:15 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:53:17 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:56:13 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:56:15 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:56:17 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:56:22 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:56:25 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:56:27 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 21:59:25 INFO  baseClass:49 - The URL is Opening
2024-10-17 21:59:26 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 21:59:28 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 21:59:30 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 21:59:34 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 21:59:36 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 22:07:19 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:07:23 INFO  baseClass:21 - Entering Admin Username
2024-10-17 22:07:25 INFO  baseClass:24 - Entering the Admin Password
2024-10-17 22:07:29 INFO  baseClass:27 - Clicked the Login Button
2024-10-17 22:07:32 INFO  baseClass:31 - Clicked on the PIM
2024-10-17 22:07:34 INFO  baseClass:34 - Clicked on the AddEmployee tab
2024-10-17 22:07:36 INFO  baseClass:37 - Entering Employee first name
2024-10-17 22:07:39 INFO  baseClass:40 - Entering Employee Middle Name
2024-10-17 22:07:41 INFO  baseClass:43 - Entering Employee Last Name
2024-10-17 22:07:47 INFO  baseClass:46 - Entering Employee ID Number
2024-10-17 22:07:47 INFO  baseClass:48 - Clicked on the CheckBox
2024-10-17 22:07:50 INFO  baseClass:51 - Entering Employee Username
2024-10-17 22:07:54 INFO  baseClass:54 - Entering Employee Password
2024-10-17 22:07:58 INFO  baseClass:57 - Entering Employee Password Again
2024-10-17 22:07:58 INFO  baseClass:59 - Clicked on the Save Button
2024-10-17 22:08:05 INFO  baseClass:62 - Clicked on the Profile icon
2024-10-17 22:08:08 INFO  baseClass:65 - SuccessFully Logged Out
2024-10-17 22:08:45 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:08:48 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 22:08:50 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 22:08:52 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 22:08:55 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 22:08:58 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 22:12:33 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:12:34 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 22:12:36 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 22:12:40 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 22:12:43 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 22:12:45 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 22:14:45 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:14:46 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 22:14:49 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 22:14:51 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 22:14:54 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 22:14:56 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 22:31:32 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:31:33 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 22:31:35 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 22:31:37 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 22:31:41 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 22:31:43 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 22:36:48 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:36:50 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 22:36:52 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 22:36:55 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 22:36:59 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 22:37:01 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 22:45:29 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:45:30 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 22:45:33 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 22:45:36 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 22:45:39 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 22:45:41 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 22:50:02 INFO  baseClass:49 - The URL is Opening
2024-10-17 22:50:04 INFO  baseClass:24 - Entered the Admin Username
2024-10-17 22:50:06 INFO  baseClass:27 - Entered the Admin Password
2024-10-17 22:50:08 INFO  baseClass:30 - Clicked on the Login Button
2024-10-17 22:50:13 INFO  baseClass:34 - Clicked on the PIM
2024-10-17 22:50:15 INFO  baseClass:37 - Checked the EmployeeList is selected OR Not
2024-10-17 23:39:57 INFO  baseClass:55 - The URL is Opening
2024-10-17 23:39:59 INFO  baseClass:20 - Entering the Admin Username
2024-10-17 23:40:01 INFO  baseClass:23 - Entering the Admin Password
2024-10-17 23:40:03 INFO  baseClass:26 - Clicked on the Login Button
2024-10-17 23:40:06 INFO  baseClass:29 - Clicked on the Profile
2024-10-17 23:40:09 INFO  baseClass:33 - Successfully Logged Out
2024-10-17 23:47:48 INFO  baseClass:54 - The URL is Opening
2024-10-17 23:47:50 INFO  baseClass:20 - Entering the Admin Username
2024-10-17 23:47:52 INFO  baseClass:23 - Entering the Admin Password
2024-10-17 23:47:56 INFO  baseClass:26 - Clicked on the Login Button
2024-10-17 23:47:58 INFO  baseClass:29 - Clicked on the Profile
2024-10-17 23:48:01 INFO  baseClass:33 - Successfully Logged Out
2024-10-17 23:54:18 INFO  baseClass:59 - The URL is Opening
2024-10-17 23:54:20 INFO  baseClass:20 - Entering the Admin Username
2024-10-17 23:54:22 INFO  baseClass:23 - Entering the Admin Password
2024-10-17 23:54:25 INFO  baseClass:26 - Clicked on the Login Button
2024-10-17 23:54:27 INFO  baseClass:29 - Clicked on the Profile
2024-10-17 23:54:31 INFO  baseClass:33 - Successfully Logged Out
2024-10-18 00:21:44 INFO  baseClass:63 - The URL is Opening
2024-10-18 00:21:46 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 00:21:48 INFO  baseClass:26 - Entering the Admin Password
2024-10-18 00:21:51 INFO  baseClass:29 - Clicked on the Login Button
2024-10-18 00:21:54 INFO  baseClass:32 - Clicked on the Profile
2024-10-18 00:21:56 INFO  baseClass:36 - Successfully Logged Out
2024-10-18 00:25:51 INFO  baseClass:63 - The URL is Opening
2024-10-18 00:25:52 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 00:25:54 INFO  baseClass:26 - Entering the Admin Password
2024-10-18 00:25:58 INFO  baseClass:29 - Clicked on the Login Button
2024-10-18 00:26:00 INFO  baseClass:32 - Clicked on the Profile
2024-10-18 00:26:03 INFO  baseClass:36 - Successfully Logged Out
2024-10-18 00:26:03 INFO  baseClass:69 - Clossing the Browser
2024-10-18 00:26:53 INFO  baseClass:63 - The URL is Opening
2024-10-18 00:26:55 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 00:26:57 INFO  baseClass:26 - Entering the Admin Password
2024-10-18 00:26:59 INFO  baseClass:29 - Clicked on the Login Button
2024-10-18 00:27:03 INFO  baseClass:32 - Clicked on the Profile
2024-10-18 00:27:05 INFO  baseClass:36 - Successfully Logged Out
2024-10-18 00:27:06 INFO  baseClass:69 - Clossing the Browser
2024-10-18 00:33:27 INFO  baseClass:63 - The URL is Opening
2024-10-18 00:33:29 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 00:33:31 INFO  baseClass:26 - Entering the Admin Password
2024-10-18 00:33:35 INFO  baseClass:29 - Clicked on the Login Button
2024-10-18 00:33:37 INFO  baseClass:32 - Clicked on the Profile
2024-10-18 00:33:40 INFO  baseClass:36 - Successfully Logged Out
2024-10-18 00:33:40 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:00:50 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:00:50 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:01:37 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:01:37 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 01:01:39 INFO  baseClass:26 - Entering the Admin Password
2024-10-18 01:01:43 INFO  baseClass:29 - Clicked on the Login Button
2024-10-18 01:01:45 INFO  baseClass:32 - Clicked on the Profile
2024-10-18 01:01:47 INFO  baseClass:36 - Successfully Logged Out
2024-10-18 01:01:48 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:02:04 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:02:06 INFO  baseClass:24 - Entering Admin Username
2024-10-18 01:02:09 INFO  baseClass:27 - Entering the Admin Password
2024-10-18 01:02:11 INFO  baseClass:30 - Clicked the Login Button
2024-10-18 01:02:14 INFO  baseClass:34 - Clicked on the PIM
2024-10-18 01:02:16 INFO  baseClass:37 - Clicked on the AddEmployee tab
2024-10-18 01:02:18 INFO  baseClass:40 - Entering Employee first name
2024-10-18 01:02:20 INFO  baseClass:43 - Entering Employee Middle Name
2024-10-18 01:02:22 INFO  baseClass:46 - Entering Employee Last Name
2024-10-18 01:02:29 INFO  baseClass:49 - Entering Employee ID Number
2024-10-18 01:02:29 INFO  baseClass:51 - Clicked on the CheckBox
2024-10-18 01:02:31 INFO  baseClass:54 - Entering Employee Username
2024-10-18 01:02:35 INFO  baseClass:57 - Entering Employee Password
2024-10-18 01:02:39 INFO  baseClass:60 - Entering Employee Password Again
2024-10-18 01:02:39 INFO  baseClass:62 - Clicked on the Save Button
2024-10-18 01:02:46 INFO  baseClass:65 - Clicked on the Profile icon
2024-10-18 01:02:49 INFO  baseClass:68 - SuccessFully Logged Out
2024-10-18 01:02:49 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:03:02 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:03:03 INFO  baseClass:20 - Entering the Employee Username
2024-10-18 01:03:03 INFO  baseClass:22 - Entering the Employee Password
2024-10-18 01:03:03 INFO  baseClass:24 - Clicked On the LoginButton
2024-10-18 01:03:05 INFO  baseClass:26 - Validating the Username is Correct
2024-10-18 01:03:05 INFO  baseClass:28 - Clicking on the Profile Icon
2024-10-18 01:03:08 INFO  baseClass:31 - Successfully Logged Out
2024-10-18 01:03:08 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:04:44 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:04:46 INFO  baseClass:24 - Entering Admin Username
2024-10-18 01:04:48 INFO  baseClass:27 - Entering the Admin Password
2024-10-18 01:04:50 INFO  baseClass:30 - Clicked the Login Button
2024-10-18 01:04:53 INFO  baseClass:34 - Clicked on the PIM
2024-10-18 01:04:56 INFO  baseClass:37 - Clicked on the AddEmployee tab
2024-10-18 01:04:58 INFO  baseClass:40 - Entering Employee first name
2024-10-18 01:05:00 INFO  baseClass:43 - Entering Employee Middle Name
2024-10-18 01:05:02 INFO  baseClass:46 - Entering Employee Last Name
2024-10-18 01:05:08 INFO  baseClass:49 - Entering Employee ID Number
2024-10-18 01:05:08 INFO  baseClass:51 - Clicked on the CheckBox
2024-10-18 01:05:11 INFO  baseClass:54 - Entering Employee Username
2024-10-18 01:05:15 INFO  baseClass:57 - Entering Employee Password
2024-10-18 01:05:19 INFO  baseClass:60 - Entering Employee Password Again
2024-10-18 01:05:19 INFO  baseClass:62 - Clicked on the Save Button
2024-10-18 01:05:26 INFO  baseClass:65 - Clicked on the Profile icon
2024-10-18 01:05:29 INFO  baseClass:68 - SuccessFully Logged Out
2024-10-18 01:05:29 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:07:48 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:07:51 INFO  baseClass:25 - Entering Admin Username
2024-10-18 01:07:53 INFO  baseClass:28 - Entering the Admin Password
2024-10-18 01:07:55 INFO  baseClass:31 - Clicked the Login Button
2024-10-18 01:07:58 INFO  baseClass:35 - Clicked on the PIM
2024-10-18 01:08:00 INFO  baseClass:38 - Clicked on the AddEmployee tab
2024-10-18 01:08:02 INFO  baseClass:41 - Entering Employee first name
2024-10-18 01:08:04 INFO  baseClass:44 - Entering Employee Middle Name
2024-10-18 01:08:07 INFO  baseClass:47 - Entering Employee Last Name
2024-10-18 01:08:13 INFO  baseClass:50 - Entering Employee ID Number
2024-10-18 01:08:13 INFO  baseClass:52 - Clicked on the CheckBox
2024-10-18 01:08:15 INFO  baseClass:55 - Entering Employee Username
2024-10-18 01:08:19 INFO  baseClass:58 - Entering Employee Password
2024-10-18 01:08:23 INFO  baseClass:61 - Entering Employee Password Again
2024-10-18 01:08:23 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:08:30 INFO  baseClass:66 - Clicked on the Profile icon
2024-10-18 01:08:33 INFO  baseClass:69 - SuccessFully Logged Out
2024-10-18 01:08:34 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:09:55 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:09:56 INFO  baseClass:24 - Entering the Username
2024-10-18 01:09:56 INFO  baseClass:26 - Entering the Password
2024-10-18 01:09:57 INFO  baseClass:28 - Clicked on the login Button
2024-10-18 01:09:59 INFO  baseClass:31 - Clicked on Information
2024-10-18 01:10:05 INFO  baseClass:35 - Clicked on the Nationality
2024-10-18 01:10:07 INFO  baseClass:38 - Selected the Nationality 
2024-10-18 01:10:09 INFO  baseClass:41 - Clicked on the Marital Status
2024-10-18 01:10:11 INFO  baseClass:44 - Selected Marital Status value
2024-10-18 01:10:13 INFO  baseClass:47 - Selected the Gender
2024-10-18 01:10:16 INFO  baseClass:50 - Clicked on Save
2024-10-18 01:10:18 INFO  baseClass:53 - Clicked on the BloodGroup
2024-10-18 01:10:21 INFO  baseClass:56 - Selected the BloodGroup Value
2024-10-18 01:10:21 INFO  baseClass:58 - Clicked on the Save Button
2024-10-18 01:10:21 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:10:53 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:10:53 INFO  baseClass:24 - Entering the Username
2024-10-18 01:10:53 INFO  baseClass:26 - Entering the Password
2024-10-18 01:10:55 INFO  baseClass:28 - Clicked on the login Button
2024-10-18 01:10:56 INFO  baseClass:31 - Clicked on Information
2024-10-18 01:11:02 INFO  baseClass:35 - Clicked on the Nationality
2024-10-18 01:11:05 INFO  baseClass:38 - Selected the Nationality 
2024-10-18 01:11:07 INFO  baseClass:41 - Clicked on the Marital Status
2024-10-18 01:11:09 INFO  baseClass:44 - Selected Marital Status value
2024-10-18 01:11:11 INFO  baseClass:47 - Selected the Gender
2024-10-18 01:11:14 INFO  baseClass:50 - Clicked on Save
2024-10-18 01:11:16 INFO  baseClass:53 - Clicked on the BloodGroup
2024-10-18 01:11:18 INFO  baseClass:56 - Selected the BloodGroup Value
2024-10-18 01:11:18 INFO  baseClass:58 - Clicked on the Save Button
2024-10-18 01:11:18 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:12:44 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:12:45 INFO  baseClass:24 - Entering the Username
2024-10-18 01:12:45 INFO  baseClass:26 - Entering the Password
2024-10-18 01:12:45 INFO  baseClass:28 - Clicked on the login Button
2024-10-18 01:12:48 INFO  baseClass:31 - Clicked on Information
2024-10-18 01:12:54 INFO  baseClass:35 - Clicked on the Nationality
2024-10-18 01:12:56 INFO  baseClass:38 - Selected the Nationality 
2024-10-18 01:12:58 INFO  baseClass:41 - Clicked on the Marital Status
2024-10-18 01:13:00 INFO  baseClass:44 - Selected Marital Status value
2024-10-18 01:13:02 INFO  baseClass:47 - Selected the Gender
2024-10-18 01:13:06 INFO  baseClass:50 - Clicked on Save
2024-10-18 01:13:08 INFO  baseClass:53 - Clicked on the BloodGroup
2024-10-18 01:13:10 INFO  baseClass:56 - Selected the BloodGroup Value
2024-10-18 01:13:10 INFO  baseClass:58 - Clicked on the Save Button
2024-10-18 01:13:10 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:15:33 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:15:34 INFO  baseClass:35 - Entering the UserName
2024-10-18 01:15:34 INFO  baseClass:37 - Entering the Password
2024-10-18 01:15:35 INFO  baseClass:39 - Clicked on the Login Button
2024-10-18 01:15:37 INFO  baseClass:42 - Clicked on the Personal Information tab
2024-10-18 01:15:38 INFO  baseClass:45 - Clicked on the Qualification Link
2024-10-18 01:15:38 INFO  baseClass:47 - Clicked on the WorkExperience AddButton
2024-10-18 01:15:41 INFO  baseClass:50 - Entered the Company Name
2024-10-18 01:15:43 INFO  baseClass:53 - Entered the Job Position
2024-10-18 01:15:45 INFO  baseClass:56 - Entered the FromDate
2024-10-18 01:15:47 INFO  baseClass:59 - Entered the ToDate
2024-10-18 01:15:52 INFO  baseClass:62 - Clicked on the Save Button
2024-10-18 01:16:53 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:16:53 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:17:25 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:17:25 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:18:50 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:18:51 INFO  baseClass:35 - Entering the UserName
2024-10-18 01:18:51 INFO  baseClass:37 - Entering the Password
2024-10-18 01:18:51 INFO  baseClass:39 - Clicked on the Login Button
2024-10-18 01:18:54 INFO  baseClass:42 - Clicked on the Personal Information tab
2024-10-18 01:18:55 INFO  baseClass:45 - Clicked on the Qualification Link
2024-10-18 01:18:56 INFO  baseClass:47 - Clicked on the WorkExperience AddButton
2024-10-18 01:18:58 INFO  baseClass:50 - Entered the Company Name
2024-10-18 01:19:00 INFO  baseClass:53 - Entered the Job Position
2024-10-18 01:19:02 INFO  baseClass:56 - Entered the FromDate
2024-10-18 01:19:04 INFO  baseClass:59 - Entered the ToDate
2024-10-18 01:19:09 INFO  baseClass:62 - Clicked on the Save Button
2024-10-18 01:19:11 INFO  baseClass:65 - Clicked on the Education Add Button
2024-10-18 01:19:13 INFO  baseClass:68 - Clicked on the Education Level
2024-10-18 01:22:09 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:22:10 INFO  baseClass:36 - Entering the UserName
2024-10-18 01:22:10 INFO  baseClass:38 - Entering the Password
2024-10-18 01:22:10 INFO  baseClass:40 - Clicked on the Login Button
2024-10-18 01:22:13 INFO  baseClass:43 - Clicked on the Personal Information tab
2024-10-18 01:22:14 INFO  baseClass:46 - Clicked on the Qualification Link
2024-10-18 01:22:14 INFO  baseClass:48 - Clicked on the WorkExperience AddButton
2024-10-18 01:22:16 INFO  baseClass:51 - Entered the Company Name
2024-10-18 01:22:18 INFO  baseClass:54 - Entered the Job Position
2024-10-18 01:22:21 INFO  baseClass:57 - Entered the FromDate
2024-10-18 01:22:23 INFO  baseClass:60 - Entered the ToDate
2024-10-18 01:23:05 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:23:06 INFO  baseClass:36 - Entering the UserName
2024-10-18 01:23:06 INFO  baseClass:38 - Entering the Password
2024-10-18 01:23:06 INFO  baseClass:40 - Clicked on the Login Button
2024-10-18 01:23:09 INFO  baseClass:43 - Clicked on the Personal Information tab
2024-10-18 01:23:10 INFO  baseClass:46 - Clicked on the Qualification Link
2024-10-18 01:23:11 INFO  baseClass:48 - Clicked on the WorkExperience AddButton
2024-10-18 01:23:13 INFO  baseClass:51 - Entered the Company Name
2024-10-18 01:23:15 INFO  baseClass:54 - Entered the Job Position
2024-10-18 01:23:17 INFO  baseClass:57 - Entered the FromDate
2024-10-18 01:23:19 INFO  baseClass:60 - Entered the ToDate
2024-10-18 01:23:24 INFO  baseClass:63 - Clicked on the Save Button
2024-10-18 01:23:26 INFO  baseClass:66 - Clicked on the Education Add Button
2024-10-18 01:23:28 INFO  baseClass:69 - Clicked on the Education Level
2024-10-18 01:23:30 INFO  baseClass:72 - Entered the Education Level
2024-10-18 01:23:33 INFO  baseClass:75 - Entered the Institution name
2024-10-18 01:23:34 INFO  baseClass:78 - Entered the Course Name
2024-10-18 01:23:35 INFO  baseClass:81 - Entered the Completed Year
2024-10-18 01:23:36 INFO  baseClass:84 - Entered the CGPA
2024-10-18 01:23:37 INFO  baseClass:87 - Entered the From Date
2024-10-18 01:23:39 INFO  baseClass:90 - Entered the To Date
2024-10-18 01:23:39 INFO  baseClass:92 - Clicked the Save Button
2024-10-18 01:23:39 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:24:44 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:24:44 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:24:54 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:24:54 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:25:20 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:25:20 INFO  baseClass:32 - Entered the Admin Username
2024-10-18 01:25:22 INFO  baseClass:35 - Entered the Admin Password
2024-10-18 01:25:25 INFO  baseClass:38 - Clicked on the Login Button
2024-10-18 01:25:28 INFO  baseClass:42 - Clicked on the PIM
2024-10-18 01:25:30 INFO  baseClass:45 - Checked the EmployeeList is selected OR Not
2024-10-18 01:28:00 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:28:01 INFO  baseClass:23 - Entering the Admin Username
2024-10-18 01:28:03 INFO  baseClass:26 - Entering the Admin Password
2024-10-18 01:28:05 INFO  baseClass:29 - Clicked on the Login Button
2024-10-18 01:28:07 INFO  baseClass:32 - Clicked on the Profile
2024-10-18 01:28:10 INFO  baseClass:36 - Successfully Logged Out
2024-10-18 01:28:10 INFO  baseClass:69 - Clossing the Browser
2024-10-18 01:28:14 INFO  baseClass:63 - The URL is Opening
2024-10-18 01:28:17 INFO  baseClass:25 - Entering Admin Username
2024-10-18 01:28:19 INFO  baseClass:28 - Entering the Admin Password
